id,zero_crossing,mffcc_1,mffcc_2,mffcc_3,mffcc_4,mffcc_5,mffcc_6,mffcc_7,mffcc_8,mffcc_9,mffcc_10,mffcc_11,mffcc_12,mffcc_13,mffcc_14,mffcc_15,mffcc_16,mffcc_17,mffcc_18,mffcc_19,mffcc_20,label
10,46551,-398.65911865234375,167.06170654296875,-17.57109260559082,-21.0966796875,-7.37084436416626,-30.435791015625,-22.805490493774414,-12.56182861328125,-18.171720504760742,-14.186931610107422,-4.075951099395752,1.5532810688018799,3.118598222732544,-1.4164179563522339,-4.929949760437012,-4.094873905181885,-8.325650215148926,-10.189208030700684,0.555557131767273,10.607733726501465,tar
100,46455,-380.32879638671875,124.00372314453125,3.697589874267578,7.766335487365723,-8.620946884155273,-18.87680435180664,-11.066093444824219,-14.179393768310547,-17.532106399536133,-17.39129638671875,-16.482168197631836,-18.265817642211914,-10.53335189819336,0.1662447452545166,4.884322166442871,1.3129119873046875,-8.794296264648438,-8.774503707885742,-0.6376701593399048,5.8978424072265625,tar
101,44345,-217.1063690185547,171.39886474609375,-11.980002403259277,35.7194938659668,-4.229537487030029,-0.3695024847984314,7.657007217407227,-7.483956336975098,-11.872783660888672,-8.580657005310059,-4.787810325622559,-7.363935947418213,-0.4429408311843872,-0.004779827315360308,-5.4104509353637695,1.2922816276550293,-0.2416660338640213,-1.5647610425949097,4.38187313079834,-2.720407485961914,tar
102,49349,-254.9589080810547,183.09019470214844,-32.71476745605469,0.559112548828125,9.482574462890625,-18.63450813293457,-6.342844486236572,-4.265735149383545,-5.40630578994751,-10.134778022766113,-9.428897857666016,0.9370052218437195,-7.520468711853027,-14.354148864746094,-6.810299873352051,-7.00655460357666,-11.989553451538086,-12.21671199798584,-8.887051582336426,-3.3125038146972656,tar
103,46662,-299.9407958984375,154.23248291015625,-29.925243377685547,-14.086963653564453,-14.165985107421875,-35.51290512084961,-27.053680419921875,-25.542016983032227,-21.911148071289062,-18.44830322265625,-20.93720054626465,-12.292594909667969,-18.72806167602539,-21.944494247436523,-11.45926284790039,-16.80132484436035,-10.883727073669434,7.02557897567749,9.493577003479004,10.523045539855957,tar
104,46551,-434.8468322753906,86.59049987792969,5.763361930847168,18.341306686401367,-3.8480591773986816,-6.753962993621826,-4.435211181640625,-4.940903663635254,-4.828459739685059,-4.880160808563232,-0.12348522245883942,-4.210232734680176,-3.1525561809539795,0.18048664927482605,2.617645263671875,0.25790664553642273,-6.155176162719727,-1.8312468528747559,5.4460768699646,2.333059072494507,tar
105,75354,-283.2298278808594,115.11092376708984,-32.79877853393555,39.85892105102539,-13.8062744140625,-3.033389091491699,-11.356483459472656,-5.557222843170166,-13.058836936950684,-3.8579888343811035,-3.6292948722839355,-9.321134567260742,-7.944994926452637,2.2007272243499756,4.788394927978516,-7.616723537445068,-3.0142557621002197,-3.2599167823791504,-5.144643783569336,-1.7217549085617065,tar
106,73461,-407.6012878417969,89.01502990722656,-16.3331298828125,32.31215286254883,-9.824446678161621,-2.997227430343628,-13.271245956420898,-8.673666000366211,-7.760737419128418,1.9882838726043701,-6.049213409423828,-17.64468765258789,-10.994893074035645,0.00684047257527709,8.270337104797363,14.734783172607422,25.605710983276367,16.843839645385742,10.451424598693848,1.4325031042099,tar
107,36010,-467.10772705078125,53.92657470703125,22.92123031616211,22.218753814697266,10.85912799835205,6.412818908691406,5.185128211975098,2.0269434452056885,-0.6591222286224365,-0.5139351487159729,0.2877989411354065,-1.2100627422332764,-0.09016422927379608,4.085227966308594,5.125327110290527,3.2191293239593506,0.17577789723873138,-1.6350388526916504,0.43827730417251587,1.1031795740127563,tar
108,41514,-336.1738586425781,136.0127410888672,-6.994433879852295,4.626737594604492,-12.143396377563477,-16.596887588500977,-16.018985748291016,-15.37649917602539,-8.582463264465332,-12.804842948913574,-11.86326789855957,-10.516462326049805,-7.309576511383057,-10.708431243896484,-6.972360134124756,-2.104569673538208,-7.13245964050293,-4.561846733093262,-2.5182065963745117,-1.2975540161132812,tar
109,63932,-350.4236145019531,138.60818481445312,-37.62889862060547,-24.42922019958496,-12.167132377624512,-36.374061584472656,-20.768798828125,-10.079517364501953,-21.476163864135742,-17.956209182739258,-13.543627738952637,-14.461252212524414,-11.065141677856445,-9.194416999816895,-8.175894737243652,-10.594522476196289,-15.96308708190918,-12.009785652160645,-0.6935374736785889,0.5304457545280457,tar
11,49589,-313.9740295410156,130.9242401123047,-11.439517974853516,9.98013687133789,-23.43755531311035,-18.17438507080078,-11.842357635498047,-9.09827709197998,-8.611761093139648,-8.974884033203125,-10.185738563537598,-8.615123748779297,-2.3071672916412354,-6.235228061676025,-7.296747207641602,-5.323392391204834,-5.195858955383301,-1.5291186571121216,-0.057105522602796555,-4.949351787567139,tar
110,56363,-355.5897521972656,148.6603546142578,-18.54810333251953,43.14918899536133,-7.462432384490967,-16.37162208557129,-14.20722484588623,-11.39008903503418,-6.216147422790527,-4.2041707038879395,-5.9455976486206055,-12.621620178222656,-11.070587158203125,1.121794581413269,5.602365016937256,7.892127513885498,4.172240257263184,-1.0781705379486084,-1.7244902849197388,-0.9452854990959167,tar
111,72340,-426.2099914550781,115.33750915527344,-10.300759315490723,10.68017864227295,-9.716154098510742,5.196817874908447,0.8205346465110779,5.26021671295166,5.750088214874268,-0.19161882996559143,1.3560436964035034,-1.3904057741165161,-2.2853920459747314,-12.401385307312012,-5.302053928375244,-5.3668742179870605,-7.718474864959717,-4.470514297485352,-1.8046058416366577,1.9850037097930908,tar
112,78479,-490.490478515625,123.04039001464844,-21.629541397094727,2.548980712890625,-12.505196571350098,14.011338233947754,3.0133187770843506,5.770432949066162,8.702302932739258,3.251681327819824,4.475669860839844,3.156738042831421,-0.887079656124115,-15.353110313415527,-9.599650382995605,-11.727631568908691,-11.35608959197998,-9.242433547973633,-0.7396484017372131,7.669168472290039,tar
113,74434,-285.2755432128906,109.28961944580078,-23.023557662963867,34.704139709472656,0.3176864683628082,-4.767349720001221,-12.280914306640625,-15.258151054382324,-3.121650218963623,-1.607443928718567,-15.360586166381836,-5.625887393951416,-15.297608375549316,-18.047964096069336,8.118706703186035,17.031021118164062,27.566883087158203,19.62283706665039,19.497861862182617,7.496311664581299,tar
